vani_index,sp_index,server_type,file_id,canto,chapter,text,prefix,display_name,speaker,category_name,category,encrypt_id
348,863,mega,MSNj0ByY!9tuB0B8hMSg6mbLgs5STOIwSFalrGiygQujLCiF0V5w,6,1,15,SB 6.1.15,SB 6.1.15 Understand Krishna-Be Liberated 3Aug1971_at_LON,sp,story of Ajamila,2. story of Ajamila,oebjyxwv
349,864,mega,Qf9gmCbI!oWr-odTU9Hx2uq7EluhNIO4FNMmIdqhdNqSseHE8JSU,6,1,15,SB 6.1.15,SB 6.1.15 Liberation by Pure Understanding 8Jan1976_at_NEL,sp,story of Ajamila,2. story of Ajamila,uszdepec
350,865,mega,dW0yibzQ!kJ9WvfbmPkR_JZEpZG716yHTf9TYDENSTz-tjvJZKPk,6,1,16,SB 6.1.16,SB 6.1.16 Mercy of the Spiritual Master 16May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,lyvoeqlu
351,866,mega,tC9zHaJT!vXh8t-lyN3BxIg5YNkj66LTTpc_cUkbmwg_nNcm-INw,6,1,17,SB 6.1.17,SB 6.1.17 Who Is a True Christian 30Jun1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,mzdmxlem
352,867,mega,hDNwjRzJ!xK8iU6S0S6wdgWkYtcm1avZCZc3KMXdqj_PeqFRzT7w,6,1,17,SB 6.1.17,SB 6.1.17 Happiness--Dance With Krishna 17Jun1975_at_HON,sp,story of Ajamila,2. story of Ajamila,pxqsysxz
353,868,mega,8fdQBLxT!mBTfaeBktoHUB2T3EsLpK6ZtGxUa0Eo2Xc209GgOUY0,6,1,18,SB 6.1.18,SB 6.1.18 Prasadam Krishna's --etc 1Jul1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,ppclpdwd
354,869,mega,UTlGCJiI!Viu0NJJSA5BQgKFp9beblRU5aDQ7UMAyAfleWpR4p2U,6,1,18,SB 6.1.18,SB 6.1.18 Everything Here Is Punishment 18May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,bqkwlglb
355,870,mega,1DV1xKSQ!ATVvKYsn53jIbdJmNsigfSJ1Jel4gLB8TLZMtsIugsY,6,1,19,SB 6.1.19,SB 6.1.19 Pure Profit 1Jul1975_at_DEN,sp,story of Ajamila,2. story of Ajamila,sshvypjh
356,871,mega,FT8DRZ7I!k06PV-lsAUPTROG3Ji_1AYKI6FXtRnhCiPnZT_cD-Ak,6,1,19,SB 6.1.19,SB 6.1.19 Barking Like a Dog 19May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,nhsrftjp
357,872,mega,pXcnHbZT!bHq0ZaGlp_MiUudPZWCBJQqTB7TrV6N0rovE_4mARO8,6,1,20,SB 6.1.20,SB 6.1.20 Crime-Why and What to Do 4Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,efwulhhq
358,873,mega,IGEW3a6a!RZbwaYQq-qiwPSMbMYcZK6A9IrPJabqPyEG8Oy57vDQ,6,1,20,SB 6.1.20,SB 6.1.20 Wasting Human Form of Life 20May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,jzejbddq
359,874,mega,Na8g1ZZT!YsGGr9vFz7c3Gc3U3QHNLbfJ-1_x3JFiMD5_rzvbX3Q,6,1,21,SB 6.1.21,SB 6.1.21 How to Prevent Crime 5Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,oktlktjn
360,875,mega,4SMRRKLJ!8KTV-0hWsSEb4fdJ1oscR5DtsvA0orNGyI1_MkUDgz4,6,1,21,SB 6.1.21,SB 6.1.21 True Guru 21May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,nrpsprkm
361,876,mega,RSVDlKwB!I72uET6W3C7lLp33o5BQ5NDkt3NfzwE3GjIa8WWP67s,6,1,21,SB 6.1.21,SB 6.1.21 Purity Made Easy 17Jan1970_at_LA,sp,story of Ajamila,2. story of Ajamila,eazdzcbk
362,877,mega,lakwgTrD!JzXMi48JZTZzuUKcFpAAmzq2rsFFyD-jT1alyId0InI,6,1,22,SB 6.1.22,SB 6.1.22 Fifth Class Education... --etc 6Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,hwoygbhf
363,878,mega,5C9VCCiY!7Zoe57Xh8lYXkal-WWgBxv7FTlIviB6kEiU-Vekw3go,6,1,22,SB 6.1.22,SB 6.1.22 Dancing-dog Guru Will Not Help 22May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,hphjydio
364,879,mega,1SsySKLa!mmP1KJHHj3EJckTpEEjrWgTH-ePl9N8Lkvm5mOGU5Sc,6,1,23,SB 6.1.23,SB 6.1.23 Time and Tide Wait for No Man 7Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,ilfmsglh
365,880,mega,VOkRyb6Y!3aT4l7a-28tuHK1jIHG2gV1EleuF4tJlZLAr_I1ThrU,6,1,23,SB 6.1.23,SB 6.1.23 Don't Be a Hypocrite 23May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,fjhgfqrz
366,881,mega,kTsSVCIZ!bcsH4x4psZ0049eZUYFnP1u0Qx0puKtBf1nE9MmWNC0,6,1,24,SB 6.1.24,SB 6.1.24 Family Life 8Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,iidgjrav
367,882,mega,lDVHULbB!_Y4c3Vgr2sE9GuiRlIy-pvkxl6J8mJdZQ6zHeI2yIgw,6,1,24,SB 6.1.24,SB 6.1.24 Trade the Dark Well for VRN Forest 24May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,qrutlaaz
368,883,mega,NbVCFTCY!UbPRuhZiDPLSVbWNr1B-r4tP_C8UYJoN46dgpIAbAjk,6,1,25,SB 6.1.25,SB 6.1.25 Attachment-To Shadows 9Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,jhpgcesb
369,884,mega,NHUlHAzS!yL2Jr52jnIHkE420hbT5mO45RQUdYHZD5XjAndMk7Jg,6,1,25,SB 6.1.25,SB 6.1.25 Hiranyakasipu vs. Prahlada 25May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,slltzqcl
370,885,mega,MLNViQLK!pEejDeuEye4XsZpPb5YPBbdBJvOv1GQ5PTeruk0zNio,6,1,26,SB 6.1.26,SB 6.1.26 An Ass's Affection 11Jul1975_at_CHI,sp,story of Ajamila,2. story of Ajamila,pmlvpuja
371,886,mega,JHlgiLKL!Q23xuIVDgATgoBl9pN0iiIay3TLPaYKHiF7f4oLcT5I,6,1,26,SB 6.1.26,SB 6.1.26 Krishna's Sense Gratification 26May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,bwdqmage
372,887,mega,EKlmBCQA!d8fjx4lOqGVGK0hClqVDFVM0B6K7scWfnnPK29GIhp8,6,1,27,SB 6.1.27,SB 6.1.27 God Is Not Dead-You Are Dead 27May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,urynleze
373,888,mega,hD1VlJSb!G5O_XTUqmDKKxhxbDkjEQVrdb7Cm75Kvr3j140xXG2Q,6,1,27,SB 6.1.27,SB 6.1.27 Asses All 12Jul1975_at_PHI,sp,story of Ajamila,2. story of Ajamila,vblpmhjs
374,889,mega,9W8BzYxA!-74ftwFVWuS-_iNKRx1mZUpayP9UJcPOejWHdcbJwYU,6,1,28,SB 6.1.28,SB 6.1.28 Killing the Soul 28May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,adnpkhba
375,890,mega,8LEHGTiA!S7DkvSUsm_R-VaAxp3PvLqC2_HzfqjCX5Nr0gb9y0GI,6,1,28,SB 6.1.28,SB 6.1.28 Krishna Is Very Tricky 13Jul1975_at_PHI,sp,story of Ajamila,2. story of Ajamila,hbmxamyc
376,891,mega,UaVFlLbR!NBBpCNyhMyFK9FYu8jT8n32tAZjLzfBwPw4-9AtOTMY,6,1,30,SB 6.1.30,SB 6.1.30 He's Chanting Narayana... Take Him 29May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,znwkxkcu
377,892,mega,ELdTGArZ!qDukFTA1095X5QCdsdPFhGj9ZH96GBPjyqFFOcHNMFo,6,1,30,SB 6.1.30,SB 6.1.30 Stop Wasting Your Time --etc 14Jul1975_at_PHI,sp,story of Ajamila,2. story of Ajamila,nzxoydgz
378,893,mega,9bdjwToI!AE3y0PyXs_BqvaE0Es8boAnlQxmW-XcbYRdeyytfqfo,6,1,31,SB 6.1.31,"SB 6.1.31 Krishna, Kindly Marry Us 30May1976_at_HON",sp,story of Ajamila,2. story of Ajamila,gglpvngk
379,894,mega,8WFXCYgC!GgyLJa-vJQTYRJTvEPa9sB2m9_hcPST7qygXFCibbqk,6,1,31,SB 6.1.31,"SB 6.1.31 Doom, Boon and Deliverance 16Jul1975_at_SF",sp,story of Ajamila,2. story of Ajamila,gyazozlh
380,895,mega,NHc1WTAS!O7pPVBC9y6bYg6ZLQbO3nTqkHOFod8s3XgbSTUidFPA,6,1,32,SB 6.1.32,SB 6.1.32 Everything working --etc 31May1976_at_HON,sp,story of Ajamila,2. story of Ajamila,zwekcklr
381,896,mega,0D91RRrZ!xe9HlmAi4Hf-8I3u9eMHEP3uhsLuctDpPmA4o_nyxGo,6,1,32,SB 6.1.32,SB 6.1.32 Universal Government 17Jul1975_at_SF,sp,story of Ajamila,2. story of Ajamila,rwaeswgp
382,897,mega,VadWBTKR!cu1mzV9OAKvSBa4tx_T_F2VmgFSHHvLOB_5THJPa1oI,6,1,33,SB 6.1.33,SB 6.1.33 No Sex in the Spiritual World 1Jun1976_at_HON,sp,story of Ajamila,2. story of Ajamila,kyphgeow
383,898,mega,FD9W1Q7L!emjI-iO2sJhXIQg9dNs0mhEQklNNDI1RU3xI40PJsg4,6,1,33,SB 6.1.33,SB 6.1.33 Catching the Tail of a Dog 18Jul1975_at_SF,sp,story of Ajamila,2. story of Ajamila,imicnegu
384,899,mega,FL9AySrA!Jltceyw_x_6yP5A0vt4mJBdTU-7-TucjDkDgRy97Nag,6,1,37,SB 6.1.37,SB 6.1.37 Follow What Krishna Says 3Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,wcpgtlio
385,900,mega,Re1QEb4Y!nhR0O9mQ5-VxKxfz90VRZbIuirH_vFyQ5wB08EGZCyg,6,1,37,SB 6.1.37,SB 6.1.37 Irreligious Religion 19Jul1975_at_SF,sp,story of Ajamila,2. story of Ajamila,ccvljuql
386,901,mega,YbcwEALT!aOK87RuPgM_rcWqCfS40yV1AJDCDpeMu-UOqpBhfhl0,6,1,38,SB 6.1.38,SB 6.1.38 Jeweled Snakes 4Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,vblztgdo
387,902,mega,ZHFjlR6S!QqoM6AfsGF6Uohdh_x8QlGNwb8_OsdjmMrny7_GZvrg,6,1,39,SB 6.1.39,SB 6.1.39 Does Your Heart Cry Out for God 5Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,rmqruiod
388,903,mega,hWkxwQxQ!AVI65JoDI_cA4uGAtB0tEESBzlF4c891sZRBpbN-V00,6,1,39,SB 6.1.39,SB 6.1.39 Who Is Punishable 20Jul1975_at_SF,sp,story of Ajamila,2. story of Ajamila,mmjnuvms
389,904,mega,1S0VgRoY!Kesi7PyD66CjKmL8t29vka92H-UJm-9u2t9ZccOzCmA,6,1,40,SB 6.1.40,SB 6.1.40 Graduates of Transcendental Tech 6Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,vutdnlhj
390,905,mega,4TNGXTqb!yNxUdEiaDQxa9vb4r-wWdYuhWZMYxdeJyweQiiNWh64,6,1,40,SB 6.1.40,SB 6.1.40 God Is Krishna-Satan Is Maya 21Jul1975_at_SF,sp,story of Ajamila,2. story of Ajamila,nsxbzcdb
391,906,mega,Fa1BDZiS!SKjaubPXJWk-TyLgZTmO5skEJbaA0CXmyEh0KP5zxng,6,1,41,SB 6.1.41,SB 6.1.41 Total Dependence-Independence 7Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,eibqkbot
392,907,mega,cW1AmCLB!FbUcxXQAv92W1wNzMI-FDswP72TLXj129dXy-bV0wB8,6,1,42,SB 6.1.42,SB 6.1.42 No Fakir-Go to Guru 8Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,yrvfhiaa
393,908,mega,1KNwjQxA!_OWDqnIRRX9jGgMeDvp8rKQ5poVglEVsDkiY8KcRfkQ,6,1,43,SB 6.1.43,SB 6.1.43 Better Without Disturbance 9Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,hgsxpeib
394,909,mega,gW0DAAJI!4nWonlGpKUDDhjo4Brcg0fYOXN8bBduXQFgAOvsNBII,6,1,44,SB 6.1.44,SB 6.1.44 Lion-killer Rabbit 10Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,wpmqstzy
395,910,mega,oCUEyTAR!WVURlrpjpKxDtTQ87CZrBNqKmk3FIk0xUshjnM8nCJA,6,1,45,SB 6.1.45,SB 6.1.45 Krishna's Central Intelligence Agen 11Jun1976_at_LA,sp,story of Ajamila,2. story of Ajamila,gqdzjztb
396,911,mega,NScwAQLJ!wDPRz_JxImAPSS7Bmbm06s2TrsbOdPvNZCk9Uv3k2aw,6,1,45,SB 6.1.45,SB 6.1.45 Why Not Eternal Life 26Jul1975_at_LB,sp,story of Ajamila,2. story of Ajamila,dhffckjx
397,912,mega,RelCXYza!ZnyFXZBTDzXsYMg1PXj50Q7ERXXOvy2np-GS0H37M3Y,6,1,46,SB 6.1.46,SB 6.1.46 Transcending All Misery 27Jul1975_at_SD,sp,story of Ajamila,2. story of Ajamila,grcfbzjj
398,913,mega,Qak0VIaC!3y5JY3YFlzfFcvNiRlTBEYt6_DeLgjW1EWbWTV991ic,6,1,47,SB 6.1.47,SB 6.1.47 Your Next Life-What Will It Be 29Jul1975_at_DAL,sp,story of Ajamila,2. story of Ajamila,awzsbpnf
399,914,mega,0D1lxaaB!mm9Icpkmau7VCDQ0eKKz9Sp9wJXFD--3rwKjfoaO_2Q,6,1,47,SB 6.1.47,SB 6.1.47 Animal Killers Cannot Understand G 13Jun1976_at_DET,sp,story of Ajamila,2. story of Ajamila,oijxpasp
400,915,mega,9SFHXIZK!DA_LHbiJ6v8GMCy0lYTMgJQexSJoh_EOiosRDgymC6w,6,1,48,SB 6.1.48,SB 6.1.48 Part and Parcel of Krishna 30Jul1975_at_DAL,sp,story of Ajamila,2. story of Ajamila,oeyvwdqf
401,916,mega,pKV3ySIb!HPxnb7PGr3YDUNWPDWwxNXXc69gKSX_4oqYZlEGVeU8,6,1,49,SB 6.1.49,SB 6.1.49 Deity Installation--Sense --etc 15Jun1976_at_DET,sp,story of Ajamila,2. story of Ajamila,dhlgxqka
402,917,mega,tPUxSTgQ!g2QgpTWkJzGIajnFu2bvnSH3FMGPzymmD4z95-Aszd0,6,1,49,SB 6.1.49,SB 6.1.49 Take Advantage of the Sastra 1Aug1975_at_NO,sp,story of Ajamila,2. story of Ajamila,wqragdzs
403,918,mega,5HUQFACA!8zsraCRCpwCQ5tkxzr9gRKbxKiI5TVrN44I6DdaE_Vs,6,1,50,SB 6.1.50,SB 6.1.50 Live Happily and Go Back 3Aug1975_at_DET,sp,story of Ajamila,2. story of Ajamila,zlphwmrp
404,919,mega,IfMhVb4Y!nL1L1evSP2X3r3f27b3OVlNpHALPNW92E6UFwO8THr0,6,1,50,SB 6.1.50,SB 6.1.50 Medicine for Conditioned Mind 16Jun1976_at_DET,sp,story of Ajamila,2. story of Ajamila,rxmxolpu
405,920,mega,IKFGwYgT!VTQ5ULEkNA7QNLziM4VmV_rV4DUdWuVLcoYUX9u_8Yg,6,1,51,SB 6.1.51,SB 6.1.51 All Wrapped Up in Matter 4Aug1975_at_DET,sp,story of Ajamila,2. story of Ajamila,qpknityy
406,921,mega,oSdCEaDa!phmilVQ1opSzRdKWWSicG6T19pP_pIpFogRvAwaKvbg,6,1,52,SB 6.1.52,SB 6.1.52 No Hard Labor-Only Light 5Aug1975_at_DET,sp,story of Ajamila,2. story of Ajamila,etjqnnaq
407,922,mega,wK0glTBK!l5I8gysW1rfiiCOblrDF-03rUtiEtLl8fZMQmEpL1IA,6,1,55,SB 6.1.55,SB 6.1.55 Be a Helper-Not the Whole Show 13Aug1975_at_LON,sp,story of Ajamila,2. story of Ajamila,yyqnmrae
408,923,mega,QWcymQ7I!x86PoGUM2fUcqJ9NmBnlON-E5qDc-0C7Baric82UkKU,6,1,55,SB 6.1.55,SB 6.1.55 Dangerous Yogis 11Aug1975_at_PAR,sp,story of Ajamila,2. story of Ajamila,gjrnbrvy
409,924,mega,weliBDBC!K64cTVk_s6y_QL6g1UGyyyaIQeB5Dqihxt2mjA4iEwQ,6,1,56,SB 6.1.56,SB 6.1.56 Skin Expert to Soul Expert 14Aug1975_at_BOM,sp,story of Ajamila,2. story of Ajamila,vjrdvzqb
410,925,mega,NKNC0R7a!vxI-Gl28Zc03fUYRmjB3bYrExihTA7YOONP0FetNwj8,6,1,61,SB 6.1.61,SB 6.1.61 Sexual Heart Disease 28Aug1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,smlkqybm
411,926,mega,FC1F3I5Q!89zTy69z4p5xJ449KTry2pv5Z3hLnGfq1GEfHwVMhd4,6,1,62,SB 6.1.62,SB 6.1.62 The Agitated Mind 29Aug1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,zruawynn
412,927,mega,wDVxSI7Q!TYdgNmGZfSYbWKAnunML_ztn-crHZvCNAaa1FnpHwk8,6,1,63,SB 6.1.63,SB 6.1.63 Haunted Enjoyment 30Aug1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,bvnjtqnl
413,928,mega,8XEzkBDD!vpJXFzw2kMsNprHJEq7I7F8EWF3DtjGehj4EGD1ekxU,6,1,64,SB 6.1.64,SB 6.1.64 Above Material Nature 1Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,qtsogeoo
414,929,mega,NHdzyTpb!2-n52hrVQ5fBomjNkELSAbaXW1V5nmbkvuYuglp-7sY,6,1,66,SB 6.1.66,SB 6.1.66 How to Degrade Yourself 2Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,lzrostyt
415,930,mega,BSMHmCDb!bIj9uRwgLXemhM1K8uX3sFskg5zIDHYkxGKW8yCmFlw,6,1,67,SB 6.1.67,SB 6.1.67 Life Is Very Risky 3Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,kufzwhby
416,931,mega,5HdiSYTb!82u9IU1fUgBdJ9Mx_ZdH5pSeL0ToyOim1srwLuwz9YQ,6,1,68,SB 6.1.68,SB 6.1.68 Don't Infect Yourself with --etc 4Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,kyojeveh
417,932,mega,ZKtWBR6Q!b5MfLOLNg_xOheg6mU7uWXDEKwsx7TsOnNZWsPA7Pfg,6,2,1,SB 6.2.1,SB 6.2.01 ABC's of Degradation & Elevation 5Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,audkqwmf
418,933,mega,Ne1ESSSb!-i3XGsg-eZsKSFO62woYtYsbyyQy-z8Bf_GrDiFufp4,6,2,2,SB 6.2.2,SB 6.2.02 The Absolute Science 6Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,krdhucmh
419,934,mega,IS9DmK6A!NTY4kekLxgSf72pgzlSZI1Lyl-FyTE3ji-FXjno9mGs,6,2,3,SB 6.2.3,SB 6.2.03 Save Your Dependent 7Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,dlftzthd
420,935,mega,5b9xBKBD!gCXKT5NNww05oZOP9LxoFjLf1bEyWGoaE0bzledGb4U,6,2,4,SB 6.2.4,SB 6.2.04 Behave Ideally or Don't Preach 8Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,lzftpbvz
421,936,mega,5K8k3LpJ!pFFNX_4LUjLaymFBTrWCjYiLR1_XK8tmasUW22w1UQA,6,2,5,SB 6.2.5,SB 6.2.05 In Contact with a Bona Fide Guru 9Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,ecrrcgnf
422,937,mega,ZeNCRQRR!3vSFCgF0UX7uKb5TZ_kT_47CgC03fKqTc3oaQBXCK9M,6,2,7,SB 6.2.7,SB 6.2.07 Government and Guardians 10Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,nyjwstqy
423,938,mega,NX8kyKxT!x6W6bCpibfM52_hdCOOwRaBiZiDc44ypa76wVLQkxuc,6,2,8,SB 6.2.8,SB 6.2.08 Chant Hare Krishna-No Loss 11Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,rlwsnpcx
424,939,mega,UOcBVRRA!_yxbv6X3o_EitC4MOKhurQ_iE2qf8kMXMCfHUBYU6Sc,6,2,11,SB 6.2.11,SB 6.2.11 Unalloyed Peace-How 13Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,kqmwmnbc
425,940,mega,QW9B1RSB!KDhDqbY7-8K9qEFy3MDLqzzbtfQdXv4gAdTvzl924TY,6,2,13,SB 6.2.13,SB 6.2.13 Seeing Is Not Believing 15Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,zykpkzqd
426,941,mega,8KMGgTgC!swv9fmY2d6NmX2Fo4zz4XhdfHcew9ukdsP4CpDeAWWM,6,2,14,SB 6.2.14,SB 6.2.14 Non-Anxiety-Ask for It by Name 17Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,jxfbnthn
427,942,mega,EGVBhQxQ!ezeL9hirJatRV1HEn-eOwcWxlr1U-mrGnz9Gw2uU1lo,6,2,15,SB 6.2.15,SB 6.2.15 The Glories of the Holy Name 18Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,dzfpsbgx
428,943,mega,wGtWBbLD!E1iSNKiwUu7gcf-bgPuXd1IqOB5pYHqOiKsEP3FjHGw,6,2,16,SB 6.2.16,SB 6.2.16 Krishna in Outlaw Country 19Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,zamcbecp
429,944,mega,IblGVKJI!KRkGtXshpMkoar0COLDPbgp-6HbgwnTidrjnGLMhnoA,6,2,17,SB 6.2.17,SB 6.2.17 Don't Try to Be Happy Here 20Sep1975_at_VRN,sp,story of Ajamila,2. story of Ajamila,zvrwoftp
430,945,mega,lCUgCQJJ!e82OLZFWDVVQ_-gYdD3X0WhyZsYl-GxVZL6gU-nFxfM,7,5,22,SB 7.5.22,"SB 7.5.22 The Divinity, the Demon, and the Devotee 27May1972_at_LA",sp,7th canto,3. 7th canto,xqpeqghz
431,946,mega,dS9X0ZCb!UuI8JFdLspl_9rZi77qRN2P2QSDI-RidPJHJdj6a_xA,7,5,23,SB 7.5.23,SB 7.5.23 Hear from a Real Devotee 31Mar1976_at_VRN,sp,7th canto,3. 7th canto,gnwgmxni
432,947,mega,ZW1y3BxT!1Kozer_EZJV5uy15XTr-VgBcUYFWUAmDmuYb9t76E-A,7,5,30,SB 7.5.30,SB 7.5.30 Material Life 2Oct1975_at_MAU,sp,7th canto,3. 7th canto,qkoykqaj
433,948,mega,sSsiTSqK!HGwGtNp0z_TDGmUfEFPtls9xqNglJUmzdehs1wlwvWA,7,5,31,SB 7.5.31,SB 7.5.31 Books for the Blind 4Oct1975_at_MAU,sp,7th canto,3. 7th canto,nkuzilii
434,949,mega,UHkDACzK!WaMBKgpGY1W6lzr8-DZxWAUlyq0zRzkEetwpDAWFpRs,7,6,1,SB 7.6.1,SB 7.6.01 We Are Expansions of Radharani 17Dec1975_at_BOM,sp,7th canto,3. 7th canto,panqolsh
435,950,mega,5fU1wCzA!8VMVqCp2iX_RLuF-j9IKFe2YxnR0OTDdlco6XhmNDmM,7,6,1,SB 7.6.1,SB 7.6.01 Spiritual Convalescence & Cure 2Jan1976_at_MAD,sp,7th canto,3. 7th canto,noybmacu
436,951,mega,AXkwmI4S!U3mTDyt_m_8xFP4NqENcRlN6lDYXtwNt3KDQ1Ozuw2E,7,6,1,SB 7.6.1,SB 7.6.01 Why Are You Spoiling My Boy 9Apr1969_at_NY,sp,7th canto,3. 7th canto,oywpflry
437,952,mega,9XFFRRrY!UAwaQdgCFgfVWCRfjy0nyGtOHQ_qXJAFZdZwA_mQtAc,7,6,1,SB 7.6.1,SB 7.6.01 A Way to Spend Your Time 15Mar1968_at_SF,sp,7th canto,3. 7th canto,lnmjpgst
438,953,mega,RSU0jZKJ!l2d4h1PO6TrUV9rM-4UR6107k-zMkg1-Mj1NwHeyd2k,7,6,1,SB 7.6.1,SB 7.6.01 Here Is God-Krishna-Take It 2Dec1975_at_VRN,sp,7th canto,3. 7th canto,uesyepkb
439,954,mega,0f0w3BCK!mQLL7t9-uEFdkgwe47aABzdDV37Prik_7HlUbOsCra0,7,6,2,SB 7.6.2,SB 7.6.02 Innermost Benefit from the --etc 18Jun1976_at_TOR,sp,7th canto,3. 7th canto,pkmysqwt
440,955,mega,gGsQlKoB!KHKx1cejRGcsj_7uA2BMvU9KLQW_bXYAu28qIyx0N_U,7,6,2,SB 7.6.2,SB 7.6.02 Everyone Is Dear to Krishna 3Dec1975_at_VRN,sp,7th canto,3. 7th canto,odgnxiki
441,956,mega,dec1DKTI!1RXpquRL91YhQp-DcF279-vLU17gceGgtfLczR4iAOg,7,6,3,SB 7.6.3,SB 7.6.03 Stop Adjusting the Material World 16Jun1968_at_MON,sp,7th canto,3. 7th canto,moytgroa
442,957,mega,gSs3DSjT!_Q-c6o4T_dvpJNpOFO3vMMHAGXqJ8khqxpx67I5o0A8,7,6,3,SB 7.6.3,SB 7.6.03 Pots Change ... Contents Stay 19Jun1976_at_TOR,sp,7th canto,3. 7th canto,egdyszmy
443,958,mega,pWsBWZbS!AUPgCaQs2MyLl-1yh_L88FkLHJAXD_BwGYlJKILl3KE,7,6,3,SB 7.6.3,SB 7.6.03 Our Human Opportunity 4Dec1975_at_VRN,sp,7th canto,3. 7th canto,kkywjcpe
444,959,mega,BCdTAaRa!RF1Zr74c688Jisd49vKETZQ-25YXApBmjgL2gTb5dr0,7,6,4,SB 7.6.4,SB 7.6.04 Innermost Benefit from the --etc 20Jun1976_at_TOR,sp,7th canto,3. 7th canto,hgbhljqg
445,960,mega,sP9lgJ6A!zRfgFHmDOmKUPRN37wwaxJtpyEJlvu7VJ4OZ9xLIFHE,7,6,4,SB 7.6.4,SB 7.6.04 How to Waste Your Life 5Dec1975_at_VRN,sp,7th canto,3. 7th canto,uwdgtegn
446,961,mega,FHVwTCyA!fCVdBr9Rp7pO1Y6cNTQf_mVzux6ywWNA502GfWzoOXM,7,6,5,SB 7.6.5,SB 7.6.05 Polished Pig-ism 7Dec1975_at_VRN,sp,7th canto,3. 7th canto,mnsewwvj
447,962,mega,NOkwgQhT!Mrj8ebATV0q099n2e2yAMJhYzkBWKhf-WVzw46fTIMU,7,6,6,SB 7.6.6,SB 7.6.06 Center Society on Spiritual Profit 23Jun1968_at_MON,sp,7th canto,3. 7th canto,kqllkfba
